model,method,site,layer,f,mean_group_range,nmse,rows_used,groups_observed,slots,d,group_size,sample_stride,frozen_range,frozen_nmse,frozen_rows,evaluation_tokens,quantitative_source,null_space_source
llama32_3b,duquant_style,qkv,4,0.1258152826148693,1.630505084991455,0.008762762973653,8192,0,24,3072,128,32,1.630505084991455,0.008762762973653,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv:230,figure_stats_v2 measured replay
llama32_3b,duquant_style,qkv,5,0.1053418942272501,1.9310420751571653,0.0089932457633063,8192,0,24,3072,128,32,1.9310420751571653,0.0089932457633063,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv:231,figure_stats_v2 measured replay
llama32_3b,duquant_style,qkv,6,0.1290486801096247,1.799880862236023,0.0087268464591371,8192,0,24,3072,128,32,1.799880862236023,0.0087268464591371,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv:232,figure_stats_v2 measured replay
llama32_3b,duquant_style,qkv,7,0.1437982616766309,1.725612759590149,0.0085761759570851,8192,0,24,3072,128,32,1.725612759590149,0.0085761759570851,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv:261,figure_stats_v2 measured replay
llama32_3b,duquant_style,qkv,8,0.2016541735747067,1.8664706945419312,0.0080276222653916,8192,0,24,3072,128,32,1.8664706945419312,0.0080276222653916,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv:262,figure_stats_v2 measured replay
llama32_3b,duquant_style,qkv,9,0.2268035801512406,1.8390432596206665,0.0077789783893557,8192,0,24,3072,128,32,1.8390432596206665,0.0077789783893557,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv:263,figure_stats_v2 measured replay
llama32_3b,duquant_style,qkv,10,0.2294197721299596,1.8952773809432983,0.0077178035559375,8192,0,24,3072,128,32,1.8952773809432983,0.0077178035559375,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv:264,figure_stats_v2 measured replay
llama32_3b,duquant_style,qkv,11,0.1846368537346376,1.7679706811904907,0.0081911325266817,8192,0,24,3072,128,32,1.7679706811904907,0.0081911325266817,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv:265,figure_stats_v2 measured replay
llama32_3b,duquant_style,qkv,12,0.2743761312224473,1.9917646646499636,0.0072582146827278,8192,0,24,3072,128,32,1.9917646646499636,0.0072582146827278,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv:266,figure_stats_v2 measured replay
llama32_3b,duquant_style,qkv,13,0.2571948629414174,2.051483154296875,0.0074576237709158,8192,0,24,3072,128,32,2.051483154296875,0.0074576237709158,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv:267,figure_stats_v2 measured replay
llama32_3b,duquant_style,qkv,14,0.2385534757710264,1.9926013946533203,0.0076441360185691,8192,0,24,3072,128,32,1.9926013946533203,0.0076441360185691,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv:268,figure_stats_v2 measured replay
llama32_3b,duquant_style,qkv,15,0.2479015966480882,2.062991142272949,0.0075238093263754,8192,0,24,3072,128,32,2.062991142272949,0.0075238093263754,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv:269,figure_stats_v2 measured replay
llama32_3b,duquant_style,qkv,16,0.2175653985148896,2.131726026535034,0.0078605462953379,8192,0,24,3072,128,32,2.131726026535034,0.0078605462953379,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv:270,figure_stats_v2 measured replay
llama32_3b,duquant_style,qkv,17,0.1883522698155229,2.162698268890381,0.0081409591596781,8192,0,24,3072,128,32,2.162698268890381,0.0081409591596781,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv:271,figure_stats_v2 measured replay
llama32_3b,duquant_style,qkv,18,0.2185774419129156,2.261878490447998,0.0078561229742934,8192,0,24,3072,128,32,2.261878490447998,0.0078561229742934,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv:272,figure_stats_v2 measured replay
llama32_3b,duquant_style,qkv,19,0.1856728832636006,2.2136895656585693,0.0081788640190577,8192,0,24,3072,128,32,2.2136895656585693,0.0081788640190577,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv:273,figure_stats_v2 measured replay
llama32_3b,duquant_style,qkv,20,0.1974313597128323,2.2430036067962646,0.0080229590023092,8192,0,24,3072,128,32,2.2430036067962646,0.0080229590023092,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv:274,figure_stats_v2 measured replay
llama32_3b,duquant_style,qkv,21,0.1953852739126333,2.2933664321899414,0.0080676349228432,8192,0,24,3072,128,32,2.2933664321899414,0.0080676349228432,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv:275,figure_stats_v2 measured replay
llama32_3b,duquant_style,qkv,22,0.1725356844865433,2.282283306121826,0.008286232118226,8192,0,24,3072,128,32,2.282283306121826,0.008286232118226,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv:276,figure_stats_v2 measured replay
llama32_3b,duquant_style,qkv,23,0.1912517352709847,2.2483110427856445,0.0080874946191199,8192,0,24,3072,128,32,2.2483110427856445,0.0080874946191199,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv:277,figure_stats_v2 measured replay
llama32_3b,duquant_style,qkv,24,0.1712511785377685,2.4275777339935303,0.0083084633878275,8192,0,24,3072,128,32,2.4275777339935303,0.0083084633878275,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv:278,figure_stats_v2 measured replay
llama32_3b,duquant_style,qkv,25,0.1231828107477487,2.412426233291626,0.0087803720506971,8192,0,24,3072,128,32,2.412426233291626,0.0087803720506971,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv:279,figure_stats_v2 measured replay
llama32_3b,duquant_style,qkv,26,0.1432391841920359,2.3441593647003174,0.008564193202248,8192,0,24,3072,128,32,2.3441593647003174,0.008564193202248,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv:280,figure_stats_v2 measured replay
llama32_3b,duquant_style,qkv,27,0.0838218082049886,2.167253017425537,0.0091850867946889,8192,0,24,3072,128,32,2.167253017425537,0.0091850867946889,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv:281,figure_stats_v2 measured replay
llama32_3b,hadamard,qkv,0,0.0033758799598005,0.662574052810669,0.0098684904025731,8192,196608,24,3072,128,32,0.662574052810669,0.0098684904025731,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,hadamard,qkv,1,0.0069821690726491,1.1484920978546145,0.0098925265143362,8192,196608,24,3072,128,32,1.1484920978546145,0.0098925265143362,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,hadamard,qkv,2,0.0046890985151306,2.1016387939453125,0.0099421544203861,8192,196608,24,3072,128,32,2.1016387939453125,0.0099421544203861,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,hadamard,qkv,3,0.0051666765498846,1.7879337072372437,0.0099671618592784,8192,196608,24,3072,128,32,1.7879337072372437,0.0099671618592784,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,hadamard,qkv,4,0.0043828205027863,1.7455101013183594,0.0099278831208409,8192,196608,24,3072,128,32,1.7455101013183594,0.0099278831208409,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,hadamard,qkv,5,0.0050603989812808,2.040992259979248,0.0099089736147775,8192,196608,24,3072,128,32,2.040992259979248,0.0099089736147775,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,hadamard,qkv,6,0.0047765673761448,1.9328553676605225,0.009953172817799,8192,196608,24,3072,128,32,1.9328553676605225,0.009953172817799,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,hadamard,qkv,7,0.0055214437580646,1.8655542135238647,0.0099330923853349,8192,196608,24,3072,128,32,1.8655542135238647,0.0099330923853349,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,hadamard,qkv,8,0.0049364711230869,2.090171337127685,0.0099425140063538,8192,196608,24,3072,128,32,2.090171337127685,0.0099425140063538,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,hadamard,qkv,9,0.0051728779525651,2.088529586791992,0.0099294594678161,8192,196608,24,3072,128,32,2.088529586791992,0.0099294594678161,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,hadamard,qkv,10,0.0051718448286518,2.160496234893799,0.0099173280803501,8192,196608,24,3072,128,32,2.160496234893799,0.0099173280803501,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,hadamard,qkv,11,0.005549222459902,1.9551019668579104,0.0099174166305778,8192,196608,24,3072,128,32,1.9551019668579104,0.0099174166305778,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,hadamard,qkv,12,0.0051207661579212,2.336341619491577,0.0098773609958676,8192,196608,24,3072,128,32,2.336341619491577,0.0098773609958676,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,hadamard,qkv,13,0.0046986410139419,2.3750791549682617,0.0098825317476655,8192,196608,24,3072,128,32,2.3750791549682617,0.0098825317476655,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,hadamard,qkv,14,0.0050089598825221,2.280730962753296,0.0098999360293487,8192,196608,24,3072,128,32,2.280730962753296,0.0098999360293487,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,hadamard,qkv,15,0.0046697617777211,2.3810739517211914,0.0099044728640584,8192,196608,24,3072,128,32,2.3810739517211914,0.0099044728640584,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,hadamard,qkv,16,0.004929704268124,2.408423900604248,0.0099290722169491,8192,196608,24,3072,128,32,2.408423900604248,0.0099290722169491,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,hadamard,qkv,17,0.0048579199268254,2.400064945220948,0.0099378269815358,8192,196608,24,3072,128,32,2.400064945220948,0.0099378269815358,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,hadamard,qkv,18,0.0044798172044697,2.5547304153442383,0.0099069621642059,8192,196608,24,3072,128,32,2.5547304153442383,0.0099069621642059,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,hadamard,qkv,19,0.0048798980994898,2.4495227336883545,0.0099164285772613,8192,196608,24,3072,128,32,2.4495227336883545,0.0099164285772613,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,hadamard,qkv,20,0.0046361327435122,2.506904602050781,0.0099289738862406,8192,196608,24,3072,128,32,2.506904602050781,0.0099289738862406,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,hadamard,qkv,21,0.0046275488285621,2.552365779876709,0.0098981635057858,8192,196608,24,3072,128,32,2.552365779876709,0.0098981635057858,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,hadamard,qkv,22,0.0048484805664993,2.508007287979126,0.0099234827281963,8192,196608,24,3072,128,32,2.508007287979126,0.0099234827281963,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,hadamard,qkv,23,0.0046010821546974,2.501161813735962,0.0099138649291984,8192,196608,24,3072,128,32,2.501161813735962,0.0099138649291984,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,hadamard,qkv,24,0.0047436984972305,2.664130687713623,0.009915976701016,8192,196608,24,3072,128,32,2.664130687713623,0.009915976701016,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,hadamard,qkv,25,0.0057826237223292,2.574584484100342,0.0099394136124103,8192,196608,24,3072,128,32,2.574584484100342,0.0099394136124103,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,hadamard,qkv,26,0.0054632789746982,2.536170959472656,0.0099540881312174,8192,196608,24,3072,128,32,2.536170959472656,0.0099540881312174,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,hadamard,qkv,27,0.0059846606828414,2.257626533508301,0.0099137878292018,8192,196608,24,3072,128,32,2.257626533508301,0.0099137878292018,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,nar,qkv,0,0.5805596876464065,0.3634862899780273,0.0036752545061064,8192,196608,24,3072,128,32,0.3634862899780273,0.0036752545061064,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,nar,qkv,1,0.5956457427852204,0.6660040020942688,0.003546652116663,8192,196608,24,3072,128,32,0.6660040020942688,0.003546652116663,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,nar,qkv,2,0.4019575810586417,1.5422385931015017,0.0055100901856075,8192,196608,24,3072,128,32,1.5422385931015017,0.0055100901856075,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,nar,qkv,3,0.3639012596762594,1.395761251449585,0.0062806628156584,8192,196608,24,3072,128,32,1.395761251449585,0.0062806628156584,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,nar,qkv,4,0.4088631047785913,1.3139222860336304,0.0057512261124873,8192,196608,24,3072,128,32,1.3139222860336304,0.0057512261124873,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,nar,qkv,5,0.3543350814122688,1.5971286296844482,0.0061683668580495,8192,196608,24,3072,128,32,1.5971286296844482,0.0061683668580495,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,nar,qkv,6,0.3773437092687973,1.502599596977234,0.0061002082246889,8192,196608,24,3072,128,32,1.502599596977234,0.0061002082246889,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,nar,qkv,7,0.365263932824673,1.4749109745025637,0.0062746791239771,8192,196608,24,3072,128,32,1.4749109745025637,0.0062746791239771,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,nar,qkv,8,0.3904535252870675,1.6168174743652344,0.0060044157638165,8192,196608,24,3072,128,32,1.6168174743652344,0.0060044157638165,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,nar,qkv,9,0.3936160120536112,1.619598388671875,0.0060221302606999,8192,196608,24,3072,128,32,1.619598388671875,0.0060221302606999,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,nar,qkv,10,0.4035843199378696,1.660935640335083,0.0059089874867377,8192,196608,24,3072,128,32,1.660935640335083,0.0059089874867377,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,nar,qkv,11,0.3769558552145422,1.538569450378418,0.0061908092750514,8192,196608,24,3072,128,32,1.538569450378418,0.0061908092750514,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,nar,qkv,12,0.4215660956540727,1.7724425792694092,0.0057288790598636,8192,196608,24,3072,128,32,1.7724425792694092,0.0057288790598636,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,nar,qkv,13,0.4213193069701413,1.7942447662353516,0.0056895285498958,8192,196608,24,3072,128,32,1.7942447662353516,0.0056895285498958,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,nar,qkv,14,0.3867578602181503,1.7762207984924316,0.006053676719323,8192,196608,24,3072,128,32,1.7762207984924316,0.006053676719323,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,nar,qkv,15,0.3979453053217203,1.833277463912964,0.005921565998299,8192,196608,24,3072,128,32,1.833277463912964,0.005921565998299,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,nar,qkv,16,0.379402829496445,1.876894474029541,0.0060814762282116,8192,196608,24,3072,128,32,1.876894474029541,0.0060814762282116,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,nar,qkv,17,0.3588864142468784,1.898990631103516,0.0062866799929242,8192,196608,24,3072,128,32,1.898990631103516,0.0062866799929242,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,nar,qkv,18,0.3819922148293685,1.9796284437179563,0.0060159576528969,8192,196608,24,3072,128,32,1.9796284437179563,0.0060159576528969,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,nar,qkv,19,0.3606718165716435,1.9348344802856443,0.0062597099625648,8192,196608,24,3072,128,32,1.9348344802856443,0.0062597099625648,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,nar,qkv,20,0.3662390582632254,1.969909191131592,0.0062112757637801,8192,196608,24,3072,128,32,1.969909191131592,0.0062112757637801,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,nar,qkv,21,0.3737133819647688,1.994207739830017,0.0061271411566507,8192,196608,24,3072,128,32,1.994207739830017,0.0061271411566507,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,nar,qkv,22,0.3645608485227122,1.9753282070159912,0.0062457484267478,8192,196608,24,3072,128,32,1.9753282070159912,0.0062457484267478,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,nar,qkv,23,0.38160089618791,1.9424920082092283,0.0060671257203833,8192,196608,24,3072,128,32,1.9424920082092283,0.0060671257203833,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,nar,qkv,24,0.3669489582582235,2.090304374694824,0.0061980525187415,8192,196608,24,3072,128,32,2.090304374694824,0.0061980525187415,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,nar,qkv,25,0.3447321506779738,2.063816785812378,0.0064883374408262,8192,196608,24,3072,128,32,2.063816785812378,0.0064883374408262,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,nar,qkv,26,0.3626279345815087,1.9963109493255613,0.0062552218686047,8192,196608,24,3072,128,32,1.9963109493255613,0.0062552218686047,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
llama32_3b,nar,qkv,27,0.3554042976959109,1.7943223714828491,0.0063528789761596,8192,196608,24,3072,128,32,1.7943223714828491,0.0063528789761596,8192.0,8192.0,results/llama32_3b/e1c_per_layer.csv,figure_stats_v2 measured replay
